,user_name,lang,user_location,user_description,user_verified,date,text,hashtags,source
1321,John Walker 💿🪩🫶🧣,en,"Connecticut, USA","No Music, No Life! I love Taylor Swift and her music!🫶Swiftie since 2009! I also love Emmi and For King & Country! Let’s treat others with love and kindness!",False,2022-04-23 23:59:57,@BlankSpaceProd Sending good vibes your way about this!,,Twitter for iPhone
1322,lina,en,,idk,False,2022-04-23 23:59:57,i hate everyone except for 3 ppl,,Twitter for iPhone
1323,elaina younis,en,,"you tried, i'm proud of you 
genderfluid & bisexual 
love y'all",False,2022-04-23 23:59:57,Rihanna is that bitch,,Twitter Web App
1324,Divot,en,they/she | Bi ace 🏳️‍🌈,|| 📌 byf and for an introduction about me! || Minor || muffintwt + happytwt || Multifandom (?) || Pfp by @MalusArtem ||,False,2022-04-23 23:59:57,@MalusArtem YOU’RE WELCOMEEE ;w;,,Twitter for iPhone
1325,Satoshibux🌷🇳🇱 🇺🇸,en,earth ,$Satoshibux,False,2022-04-23 23:59:57,"@Losetoshi Next time post this as reaction
😁 ""Online Trolling"" = 666 Satanic (Gematria)",,Twitter for Android
1326,speak now tv waiting room,en,self-effacing,i only see daylight,False,2022-04-23 23:59:56,Oomf just played 22 (Scooter’s Version)…,,Twitter for iPhone
1327,Forrest Lee Horn,en,"Mebane, NC",“Christ has given us an entirely new way to be human.” teacher and coach. lover of 1 wife and 3 sons,False,2022-04-23 23:59:56,post yard work situation with the @1517 liturgical calendar pint glass🍻 https://t.co/I9zk3eLdPq,,Twitter for iPhone
1328,cele,en,she ⭒ her ⭒ they ⭒ 19 ,⠀⠀ ⠀ #若利:  a defense with no holes doesn't https://t.co/mAJPast4yV,False,2022-04-23 23:59:56,@v6mpcat_ ME TOO OMG ): BUFFET + FANTASTIC VIEW IS ✨✨✨,,Twitter for Android
1329,lele⁷,en,She,,False,2022-04-23 23:59:56,GOOD MORNING JIMIN OST LATER 😩💗,,Twitter for iPhone
1330,ariari⁷,en,any pronouns,yugyeom's sugar mama,False,2022-04-23 23:59:56,@spring_da7 @greyleft_ it actually didnt take that long not even an hour especially after i deleted all the superstar apps💀,,Twitter for iPhone
1331,EDEL ☁️,en,16 THEY/THEM,,False,2022-04-23 23:59:56,@antimatterflux go to bed,,Twitter for iPhone
1332,J L,en,"Los Angeles, CA",I squint at things.,False,2022-04-23 23:59:56,"@BallySportsCLE Pure class, NY",,Twitter Web App
1333,"Concerned, Remaining Optimistic",en,"Planet Earth, U.S.A.",Engineer/statistician; rational low carb’er; challenge corrupt politicians; please peddle the anti-vaxx & MAGA stuff elsewhere - I won’t engage,False,2022-04-23 23:59:56,@IATA_MIPolitics @CraigDMauger Jesus will guide them…,,Twitter for iPad
1334,Cymrawes. Emrys’s Mistress.,en,,Prone to lalochezia . 🏴󠁧󠁢󠁷󠁬󠁳󠁿 🇺🇦🇺🇦🇺🇦🇺🇦,False,2022-04-23 23:59:56,"@AdamFowle Trying again to uncheck  - but it’s still 🎶 ‘No no, no no no no, no no no no, no no there’s no leaving’ ! 🤣🤣👏🏼",,Twitter for iPhone
1335,Sherrie Lee Fox,en,,"Please No never wrong ppl, And Yes, You do know who you are.
If you don't cherish/ respect animals, please scroll on bye",False,2022-04-23 23:59:56,"@RickyTheGee @LizzieRovsek Yes lol! I never really cared one way or another for WA but his humor,I Like. Unfortunately post Farrow/daughter allegations WA has become(to me anyway)American  Wagner.I really like/appreciate his style of humor but find person less then likeable. Eric 'slow hand' Clapton same.",,Twitter for Android
1336,Dal,en,Argentina,ROSÉ / typos / series / kdramas / books / Spotify links / Thai dramas,False,2022-04-23 23:59:56,Tay is so pretty and he is dressed up all in white #KinnPorscheep3 https://t.co/HnfrJktq14,['KinnPorscheep3'],Twitter for Android
1337,hjlew,en,,,False,2022-04-23 23:59:56,@DavidWurst Glorious,,Twitter for iPad
1338,ZAiN MANGi,en,"Sukkur, Pakistan","Senior Vice President SPSF-PPP QUEST Nawabshah 🇪🇺 | Socio-Political Activitist | Environmentalist
| Hussainii | #TeamPPP | PPP-(SMT) Member 🇱🇾|",False,2022-04-23 23:59:56,"@AqrabaFatima He has ""apna business"" from tosha khan.🤣",,Twitter for Android
1339,xumarxx,en,Sri Lanka,In here for crypto related content 📈                                   22 | #SabianArmy #DiorArmy,False,2022-04-23 23:59:56,@cryprules Done https://t.co/4LSmZ4KZhX,,Twitter for Android
1340,CorruptLeadersWatch,en,,,False,2022-04-23 23:59:56,@serjtankian Shouldn’t you be busy of scamming your fans with your NFTs?,,Twitter Web App
1341,sam,en,,"he/him or they/them, 22, violin gang, queer, twoset brainrot
FR/ENG, IT ok, learning 中文",False,2022-04-23 23:59:56,@UrLightMyVoice me too 😭😭 but i don't really want to sleep,,Twitter Web App
1342,evolmonee💔,en,"Bowdon,GA",22🙏🏾 RIP DAD 🕊 03/29/21,False,2022-04-23 23:59:56,This shii so hard,,Twitter for iPhone
1343,V,en,United States,,False,2022-04-23 23:59:56,@SurgicalHoops Ty bro ❤️,,Twitter for iPhone
1344,James Crawford,en,Raliegh,Pool Biz!,False,2022-04-23 23:59:56,"DeSantis targeting Disney is a 'boneheaded move' and shows he's trying to be 'king of Florida,' says Rep. Charlie Crist https://t.co/LfqFkWHybB #SmartNews",,SmartNews | スマートニュース
1345,🎃Stitches and Mōmoku!🎃,en,Slumbering in a Music Box,"| Nervous Wreck | Autistic | Minor NSFW Dni | Pfp by @huskowusko and banner by @Emeraldguy17!
Fan of Sonic.exe and MTMB 
Discord: Team Exetior#8333",False,2022-04-23 23:59:56,Sonic.exe is canon lmao https://t.co/5vLXO1QQF0,,Twitter for Android
1346,Bea,en,Los Angeles,,False,2022-04-23 23:59:56,Check out this listing I just added to my #Poshmark closet: Swim shorts by ripcurl. White with side stripes .. https://t.co/cSazvnCglR #shopmycloset @poshmarkapp,['Poshmark'],Poshmark
1347,kirihub,en,,"Data science ♥️💻
every day, I hold out my hand
toward the dreams that come at the same time",False,2022-04-23 23:59:56,@vaayouu @jain_harshit Really??,,Twitter Web App
1348,Vercila 🇵🇹,en,São Luís/ Bahia,https://t.co/Gik8Wtdh0Y https://t.co/f6gVV0C1JN,False,2022-04-23 23:59:56,@gatoscomemprego Susto mds,,Twitter for iPhone
1349,🏳️‍⚧️,en,21 🏳️‍🌈,painter | editor,False,2022-04-23 23:59:56,"""being a woman""
#art #ArtistOnTwitter #WomenArt #LGBTQ #lgbtartist #transartist https://t.co/CsbN4ydpsv","['art', 'ArtistOnTwitter', 'WomenArt', 'LGBTQ', 'lgbtartist', 'transartist']",Twitter for iPhone
1350,maris! || 📺: kuroko no basket,en,she/her • pfp: @shima920,..it's just us •  amo a mariss ♡,False,2022-04-23 23:59:56,@jeonsrains reze,,Twitter for Android
1351,Geminis,en,"Danville, CA",good days in my mind safe to take a step out,False,2022-04-23 23:59:56,I just want to be a better person,,Twitter for iPhone
1352,Bantu like pin gais💓 Free tag,en,Heaven,"Today big win⚡🦄🦄🦄🦄🦄🦄🍒🍒🍒🍒🍒🍒

#jihantesti | #cutetesty | #herangina | #SobatBangGar | #Gemwinners | #Ap8testi",False,2022-04-23 23:59:56,@chitaglorya__ Done,,Twitter for Android
1353,Al Dixon,en,"Tampa, FL",You can call me Al,False,2022-04-23 23:59:56,"I left Busch Gardens and thought WWJD (What Would Jay Do), go to @Fazolis https://t.co/DzZtzACTma",,Twitter for Android
1354,CharlotteLien,en,Alaska Or Georgia - It changes,"Pronouns - She/Her
""People always want to be safe. But I've never understood how important other people were until now.""
https://t.co/6czHV3eCli",False,2022-04-23 23:59:56,"Sometimes, the people you wish were in control of their body aren't. And loss happens to everyone. I'm coming after you, @LeonL0ranger . Kolozar. Is coming after you.",,Twitter Web App
1355,FAR,en,"Washington, USA","BISMILLAH 100JUTA PERTAMA YUK TAHUN INI

https://t.co/rrGg5CnLOt",False,2022-04-23 23:59:56,@Sagitariusdec_ it's oka,,Twitter for Android
1356,PapaZirk,en,,"pc gamer, sports enthusiast(die hard cowboys fan) and proud father.",False,2022-04-23 23:59:56,@Turningcages @carson2345 10x whatever your bet was,,Twitter for Android
1357,Paul bee,en,"Belfast, Northern Ireland",#belfast #redarmy #gawa #mufc,False,2022-04-23 23:59:56,@007ayremick @bet365 @Tyson_Fury I'd near put money on a payout of bet credits,,Twitter for Android
1358,☘️🗻🍓🍒🫐 🍏🧉,en,"La Araucanía, Chile 🇨🇱 ","Buen muchacho, tranquilo. Sureño🌿 Tradición. ÆSTHETIC . https://t.co/QiFmb45BMY The slippery slope fallacy was war on basic pattern recognition.",False,2022-04-23 23:59:56,@chapofwessex wholesome.,,Twitter Web App
1359,Gerry 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇹🏆🥇🇮🇪,en,London ,"Ex Glasgow Bhoy living in London, Against world poverty, racism and the Tories. Hope for an independent Scotland one day🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪🇮🇹67🏆💚🍀",False,2022-04-23 23:59:56,@DaveZ_uk @mccormick13 What time was that 😂,,Twitter for iPhone
1360,✭ CRYPTO ✭ COWBOY$ ✭,en,"Los Angeles, CA",GOD🙏FAMILY❤️COWBOYS✭CRYPTO  GOOD ENERGY ATTRACTS GOOD ENERGY #WOLFPACK #SHIBARMY #SHINJA #XRP #CRO #VVSFinance  🇲🇽🇺🇸,False,2022-04-23 23:59:56,"@CoinMarketCap what is it going to take for y'all to list @AlphaApeNetwork? Look at our beautiful chart today!
#BSCGems #Blockchain #nftart #BSCGemsAlert #BNB #XRP
#altcoinseason #Airdrops #ETH #quote #Binance #CRO #CryptoNews #AANT  #AlphaApeNetwork $cro

https://t.co/nU4TvnmJln https://t.co/Bn7cMVueL1",,Twitter for Android
1361,Cam Noakes,en,Melbourne,Newsletter Editor at News Corp | Views my own,True,2022-04-23 23:59:56,"@ByMarcMcGowan Nailed the Swans here, @ByMarcMcGowan",,Twitter for iPhone
1362,marie ᱬ,en,underneath the candelabra,Rihanna is a menace,False,2022-04-23 23:59:56,I wanted to prove you hating on her for nothing and just bcs you are pathetic and insecure… and i successfully proved that… now that I did goodnight https://t.co/5IlyTAI8o9,,Twitter for iPhone
1363,What I've Learned (Joseph Everett),en,"Tokyo-to, Japan","Creator of the channel ""What I've Learned"" on youtube",False,2022-04-23 23:59:56,"@gnparadox Awesome to hear, dude. Keep up the mental/physical gains",,Twitter for iPhone
1364,stellaaaaa,en,"California, USA",,False,2022-04-23 23:59:56,my grandpas my fav human being 🥹,,Twitter for iPhone
1365,Ryū 🌹,en,Komore Teahouse,"akun campur aduk hype anime, genshin & kpop. giveaway hunter!! kalo risih boleh bub atau mute aja :D",False,2022-04-23 23:59:56,@convomfs yh pagi,,Twitter for Android
1366,Beenish,en,"Islamabad, Pakistan",A lackluster living in oblivion,False,2022-04-23 23:59:56,"You are one of my most favourite people here, I absolutely love you and adore you for being such a genuine sweetheart. You have a pure heart, a true mind, and you're a wonderful human being. You stood up for me and supported the right, I fancy you for your righteousness ❤️",,Twitter for Android
1367,Giaraha Tia,en,,"Gasoline-loving spiders cause Mazda car recall for second time - It just likes the smell of gasoline, an auto analyst told Reuters at the time. ▪ 29, 🔞, white",False,2022-04-23 23:59:56,@minimumstats THANK you,,TweetDeck
1368,Bro Next Door,en,"Ibadan, Ilorin",Aries|| Linguist||Cynophilist||Thespian||TechBro||||Agoraphobic  I follow back!,False,2022-04-23 23:59:56,"@I_am_Zaymani @toyor_pr @CRawkeen Take your thinking, fold it very well and do the needful.",,Twitter for iPhone
1369,Mohammad Taha 💸,en,"Karachi, Pakistan","Not like being followed.

Insta: lifewithmts",False,2022-04-23 23:59:56,@inabaabelfaroqi @mashaAllah_x3 enjoy,,Twitter for Android
1370,Bangelo Dundee,en,"Decatur, GA",Constantly trying to be less ignorant. Tomorrow! She/Her #Warnock22 #StacyAbramsForGovernor #BLM No DMs. Happily Married w/child + 2 dogs & 4 #RescueCats.,False,2022-04-23 23:59:56,@skyler_higley @michaelianblack If you told me I could be the meat in a David Bowie/Ryan Reynolds sandwich… https://t.co/o01cwL8oVP,,Twitter for iPhone
1371,🦌 moose 🦌,en,he him 17 - rcbyf!,Sorez is a slut #sorezslut,False,2022-04-23 23:59:56,@multiplespices yeahhhhh,,Twitter for Android
1372,Mevs Eastwood,en,Lowkey,???,False,2022-04-23 23:59:56,"@davidrodriguez I hope you delegate me, Sir. I'm a good and honest player I’ll give you the best shot at your wearable. Your ideal partner in ice poker business. Thank you in advance. God bless!",,Twitter for iPhone
1373,Austin May,en,"Atlanta, GA",....but should I put a roof in?,False,2022-04-23 23:59:56,@aka1212 Carter II is good but I never understand what ppl go back and listen to besides Hustler Musik and Fireman on that one,,Twitter for iPhone
1374,Cait Shan,en,"Vancouver, British Columbia",Mom. Wife. Teacher. Lover of learning. Passionate and sometimes stubborn.,False,2022-04-23 23:59:56,"@IRPlawyer Worst headache of all time? Please seek treatment ❤️ If you’ve had doozies this bad before, then I’m sorry 😞 and sending good vibes for pain relief.",,Twitter for iPhone
1375,ana,en,,#CINDY : this is harry styles fan acc (she/her) | 18+,False,2022-04-23 23:59:56,go vote for #AsItWas https://t.co/uMgYq71V8I,['AsItWas'],Twitter for iPhone
1376,reauxid,en,"Colorado Springs, CO",quit sending me tik toks,False,2022-04-23 23:59:56,@ILLICITMIND @MikeDavisRB Dam it is.,,Twitter for iPhone
1377,TheJackHawk9000,en,,"Made this mostly for sports. Badgers, Saints, and Padres fan.",False,2022-04-23 23:59:56,@madfriars @TinCaps @epchihuahuas @missionsmilb @Storm_Baseball Any vid anywhere of the Mears 500 footer?,,Twitter Web App
1378,Bart Grover,en,"Calgary, Alberta","IT Security guy. I like photography, dogs, smoking meat, craft beer, maybe about six people.",False,2022-04-23 23:59:56,@GroseAndrew “Can I take a few minutes to tell you about taking McJesus Christ as your saviour?” #offmystep,['offmystep'],Twitter for iPhone
1379,Amie Scarpitti,en,Ohio,"Renewable energy fan, software engineer at heart, marathon runner, former USMC Sergeant. Mom of 2.",False,2022-04-23 23:59:56,@debliu_ I just fill it up from the water nozzle on the pop machine. Done.,,Twitter for Android
1380,𝓎⁷ ¹⁶,en,09/10 ♡ 10/10 ♡ 01/06 ♡ 02/06,y’all’s #1 jungkook stan | arsenal fan | 🏎 ferrari fan | #CL16 | (she/her),False,2022-04-23 23:59:56,I was saying I didn’t want rain prior to the weekend and now I’m all for it 😂😭 https://t.co/Bsfy8evPxh,,Twitter for iPhone
1381,★,en,all faq @ website ,i draw stuff i like | 💌: strayuu.art@gmail.com,False,2022-04-23 23:59:56,genshin Luca stream rn woooo,,Twitter for iPhone
1382,Mɪᴄʜᴇʟ 🇦🇹,en,"Porto Alegre, Brasil","21 - Professional CSGO player F/A
@SCinternacional  - ""O que te faz feliz, também lhe provocar dor""",False,2022-04-23 23:59:56,@SCInternacional INTER!,,Twitter Web App
1383,Alejandro (Joe),en,,"PR. Manager, Athlete, surfer,  Pittsburgh Steeler fan, Space lover, Life is Laugh",False,2022-04-23 23:59:56,In The End [Official HD Music Video] - Linkin Park https://t.co/77vesnOUSL @evavictoria48,,Twitter Web App
1384,Dillon Skiffington,en,"Los Angeles, CA","Guides Editor @FanbyteMedia | He/Him | https://t.co/bo3MdYYNSg

Wrote a really popular Animal Crossing tier list once.
I write here sometimes: https://t.co/JayIkT08lU",False,2022-04-23 23:59:56,"Me: I gotta be getting close to the end of this expansion.

FFXIV: you fool. you absolute buffoon.",,Twitter for Android
1385,𓄸Chu〃free tag🐱,en,NYERET BUB!!!,Hunter only ✨,False,2022-04-23 23:59:56,Good morning sunshine ✨,,Twitter for Android
1386,Y,en,,Living on borrowed time.,False,2022-04-23 23:59:56,"All is good for now. I got the assurance that I needed, which is enough to make me feel content for the time being 🥰",,Twitter for Android
1387,Nicholas Houseman,en,Montreal,"Father, husband, cofounder of https://t.co/iy9SQiWMYy, business owner of https://t.co/H48OqMKBSU and https://t.co/RTASM4DqH6. Concerned citizen about the earth.",False,2022-04-23 23:59:56,Now you have made all the reductions in emissions but there are still emissions - what to do? Shut down your business to eliminate all the emissions? No. There is an alternative - purchase carbon offsets on the voluntary market 🧵#ghg #emissions #azzera #zenithjet #ClimateAction,,Twitter for iPhone
1388,Cubics 🦾🟧,en,Hi Aku,Pre-Debut PNGTuber 🔸 Cubic Resistance Leader 🔸 Art Tag: #CubicsArt 🔸 pfp: @theboatlord 🔸 banner: @theboatlord,False,2022-04-23 23:59:56,@VTribbean OHHHH HOLY SHIT IM SO GLAD!!! Oho has such an amazing design.,,Twitter for iPhone
1389,The Great EscAPE Podcast,en,The Moon,"Lighthearted/funny podcast covering the weeks stonk news, DD, and crypto by two British Apes & guests drinking whisky. Come join us! No financial advice given.",False,2022-04-23 23:59:56,"If you're in it, you're on it (Part 2)
@AMC_Tutor 
@WuTangClan 
@PleasrDAO 
@joerogan 
@eToro 
@CokeRatCramer 
@IBKR 
@Computershare 
@jimcramer 
@CGasparino 
@FINRA 
.@GameStop 
.@AMCTheatres 
#GME #AMC $GME $AMC
#Gamestop #AMCTheaters
#MOASS #NFT #MOASS #Memes 
#Stonks #HODL",,Twitter Web App
1390,Apparently invisible JGo 👣,en,USA,"Mom👥, Writer📚, Sp. Nds Advoc.📣, Fmr Lawyer⚖️
🏈 Fan, Woof🐕
Liberal/Dem 🌊🌊🌊
#VoteBlue #Factsmatter #amwriting #kidlitpb #scbwi #12x12pb
No Lists/No DMs",False,2022-04-23 23:59:56,"@RonFilipkowski Ppl have lost their f*cking minds. 
SMART ppl have parroted back to me the R narratives of CRT &amp; indoctrination as justification for what Rs are doing. 

Are you freaking kidding me? 

Ds either GET THEIR MESSAGING TOGETHER &amp; generate MSM soundbites or we all go down w/the ship.",,Twitter Web App
1391,nate,en,,In life I was a Garfield and thus in death I shall be a Slimer. - co-host of @driedupbrain and https://t.co/4SdsSMh3F9 - he/they,False,2022-04-23 23:59:56,a dark and gritty realistic Batman where he pisses,,Twitter for iPhone
1392,MPC Boys Basketball,en,"Foxboro, Massachusetts",The official Twitter account for everything boys basketball at Mass Premier Courts,False,2022-04-23 23:59:56,LETS GO BOYS!!! 🔒 https://t.co/CMMpi0LhSQ,,Twitter for iPhone
1393,Dan The Wood Man (Comms Open),en,,He/Him | Mediocre artist | Hotline Miami's strongest soldier | pfp by @The_M0rpher | FOLLOW @WoodDanArt FOR ART | CHECK PINNED,False,2022-04-23 23:59:56,@SpliggitySploot Well there's 2 Hotline Miami games so we even for now,,Twitter for Android
1394,Quark_Neutron,en,Islamic Republic of Iran,یه خط خمیر سیلیکون,False,2022-04-23 23:59:56,@bogy_tv Under the Redhood,,Twitter for Android
1395,Rafael Reis,en,,,False,2022-04-23 23:59:56,@SCInternacional Inter!,,Twitter for iPhone
1396,Aka Shotski,en,Lost,"Mr.Fortnite
3x finalist
2.2k earned",False,2022-04-23 23:59:56,@WuvKing_ @riseslol @xopzjorge down rn renzo mm ?,,Twitter Web App
1397,Al Buhashee ,en,Independent Kingdom of Tonga,"I’m alright, I have a cat. I follow Brexit unfolding from abroad (now in popcorn mode) All things legal ⚖️ #ESP32 #politics",False,2022-04-23 23:59:56,@Jonodavidwood @DanielaNadj You mean pupils shall explore expats in their Spanish habitat? Endangered species.,,Twitter for iPhone
1398,David 🍄,en,,Most dope// I like to listen to a lot of beep boop music and snowboard. 【=◈︿◈=】,False,2022-04-23 23:59:56,"@babyyAngelique I miss her, I hope she comes back around soon. 😪",,Twitter for iPhone
1399,WozzStream,en,"England, United Kingdom","Brit-bonger, neurodivergent, and a leftist who is caught in the gravity of a blackhole that is twitter",False,2022-04-23 23:59:56,@DarioRahim Tbf tho he does act as a gateway to the online left (although I know this is a mixed opinion). I think it's better people watch someone like Hasan rather than Tim Pool,,Twitter for Android
1400,U24,en,Ukraine,Watch. Know. Decide. Breaking news from Ukraine. News observation. Important information.,False,2022-04-23 23:59:56,"⚡️The #Russian invaders want to parade prisoners of war on May 9th in #Donetsk and #Mariupol , says presidential advisor #OleksiyArestovych https://t.co/PSxP7bQnVu","['Russian', 'Donetsk', 'Mariupol']",Twitter for iPhone
1401,Brother Dirté,en,,,False,2022-04-23 23:59:56,@tyjo1710 Then drive or pass it sooner. Took seconds off by dribbling around half court,,Twitter for iPhone
1402,Cobra (Artist)🇪🇨,en,,"L Bozo who makes arts, yes I do commissions, DM if interested!
discord: ☆Cobra☆#8269
🐍make sure to give a follow!🐍",False,2022-04-23 23:59:56,New commission sheet! https://t.co/VpFaa8itEv,,Twitter for Android
1403,TR,en,,,False,2022-04-23 23:59:56,"@AppleTVPlus Think of how much money is going to the cult of Scientology, hard pass",,Twitter for iPhone
1404,mils,en, he/she ,@mitskileaks 🦢 barbie fan account,False,2022-04-23 23:59:56,i just broke up w my bf,,Twitter for iPhone
1405,ace🫧| compulsive liar 🫶🏻,en,"ace/luca 
they/them, 18","• menace to society • follower of lesbianism • 💍 @KYR0AKE • you were the best, and also the worst, but mostly the best -momo • i love chaos •",False,2022-04-23 23:59:56,i get the weirdest messages from kai i swear,,Twitter for iPhone
1406,DO YOU LOVE ME ¿ 🏁Ⓜ️,en,MD | DC,YOU DONT KNOW ME AVAILABLE EVERYWHERE | Recording Artist | Director | DP | IG: thisismarlow,False,2022-04-23 23:59:56,Putting your hands on my will real get you shot lol fuck fighting https://t.co/lwZZvkI5uk,,Twitter for iPhone
1407,ana🪩,en,"she, he, they | isfp ",tutistatistutistatis,False,2022-04-23 23:59:56,@serialkilled4 CALE-SE,,Twitter for Android
1408,The Virginia Project UAC,en,"Anywhere, VA",@ProjectVirginia Program on Un-American Activities exposes critical theory & other methods of ideological subversion used against the US & Virginia.,False,2022-04-23 23:59:56,The same goes for basically anything created by a studies program. All studies programs do is launder garbage ideology through the academy so that it can be called “research “. It’s all junk science. https://t.co/OiohqKchnx,,Twitter for iPhone
1409,edbot ⏳ cheeky era,en,https://twpf.jp/sunanotate ♡ ,↖️ has a canon gaara url | @devlin_levin's child (read link) | sibling:,False,2022-04-23 23:59:56,"Everybody hands up! 
Today’s the Hero’s comeback",,"Cheap Bots, Done Quick!"
1410,Elizᵗʰ,en,,i'm mostly just here to livetweet retro tv,False,2022-04-23 23:59:56,"@Maddux31_1 also, like, what the hell?  Moe trying to make Joe eat the cigar to cover up for him because they're disguised as children makes sense; the purported adopted parent making Joe eat the cigar makes zero sense #metvthreestooges",,Twitter for Android
1411,Bryce Pratt TITAN.PRATT.UP,en,"Chattanooga, TN",I love the Tennessee Titans football 🏈,False,2022-04-23 23:59:56,@TheRealPres10 @haybay42 @TitanUpTroy Oh hell no 😂😂😂😂😂!,,Twitter for Android
1412,POETICAL G🖤🦅,en,Jacksonville Fl,Come In & Sit Yo Ass Down🤫..Bitch I’m 🔋Up & IDGAF😈✨Insta: __Contraband.baby__,False,2022-04-23 23:59:56,Lloyd - Feels So Right💕,,Twitter for iPhone
1413,Professor Gul,en,Hostel,Robot with Broken Dreams 😩,False,2022-04-23 23:59:56,Good Morning People!,,Twitter for Android
1414,Dennis Noel Kavanagh,en,Reality ,"Legal commentator, director at Gay Men’s Network and Militant Homosexual. My pronouns are as of the operation of the devilishly handsome English Language.",False,2022-04-23 23:59:56,Look at these images side by side https://t.co/9x8zC0Ekmk,,Twitter for iPhone
1415,Joseph “The Demon “Albanese,en,Las Vegas ,Monster Factory Grad 7x NJCW Champion  Former Wrestling Radio Host  Former Wrestling Trainer,False,2022-04-23 23:59:56,@klmgolfer @Christian_NYYST Yes he can. But he’s already done this a few times this season. If you did 2 days on and a day off all season by the end of the year he would have 100 appearances.,,Twitter for iPhone
1416,bri,en,she/her 22 ,heeseung’s favorite person (real)! 🇲🇽 🇬🇹,False,2022-04-23 23:59:56,@heejakesfairy STOP,,Twitter for iPhone
1417,justbeinpetty 🇺🇦🌻🇺🇦🌻🇺🇦🌻🇺🇦🌻🇺🇦,en,,Me? I know who I am. I'm a dude playing a dude disguised as another dude.,False,2022-04-23 23:59:56,@SpeakFreely55 Absolutely.,,Twitter for iPhone
1418,deathengine,en,Two steps to the left of hell,"I love 5 things - my wife, Death Metal, whiskey, my dogs, my family/friends",False,2022-04-23 23:59:56,@Heavy_Therapy Don’t know. I’m going back through… this one hit me hard!! 👍🔥🔥🔥,,Twitter for iPhone
1419,lee has heartstopper brainrot,en,— ANY PRONOUNS ! rcbyf,pfp by telamii_ ; matching w @mzrss_x ♡,False,2022-04-23 23:59:56,maybe i should grow out my hair this time,,Twitter for iPhone
1420,Tollerantheart,en,,,False,2022-04-23 23:59:56,Millions are spent on Israel  as well instead of  being used for Americans living in poverty https://t.co/ZkFYRoHJjZ,,Twitter for iPhone
1421,grayson :D,en,…,"🏳️‍⚧️🏳️‍🌈 , he/him :) , duck duo 🦆 , arwan duo (for now)",False,2022-04-23 23:59:56,@WhosJcLive when are you coming over my house,,Twitter for iPhone
1422,yoongi’s gf,en,she/her 17,#JENNIE: idc if it’s 2022 i will k word a jimin anti,False,2022-04-23 23:59:56,@tzuirl alcohol free or fancy,,Twitter for iPhone
1423,David Alan Hughes,en,"Montgomery, AL",Political Scientist | Associate Professor of Public Law @aumontgomery | Coonhound dad | #alpolitics | Views my own | ‍🌈,False,2022-04-23 23:59:56,An architectural crime scene. https://t.co/WGpOcmvhbL,,Twitter for Android
1424,Mike Sax,en,🌍,"Founder of ACT｜The App Association, advocating for good tech policy in Brussels & DC. 

Founder of Wellbeyond, helping you live simpler & feel better.

🇧🇪🇺🇸",False,2022-04-23 23:59:56,"@emin_ui My initial reaction was bottom/pixelized but I quickly changed my mind. The bottom one will feel contrived. The top one feels like a modern version of a classic style, which is awesome.",,Twitter for iPhone
1425,Dave,en,,easy going,False,2022-04-23 23:59:56,@candysexyjenn Mean no disrespect to you or boyfriend or husband if married,,Twitter for Android
1426,Chris,en,"Earth, Yanaguana","Human, gardener, cook, parental unit consuming mass quantities, middle school Science teacher.  Look at the mess my made.  F*ck cancer.  She/her",False,2022-04-23 23:59:56,@cricketcrocker @itatiVCS Do you have a pot with a pasta insert?  That's what I use.  Works really well.,,Twitter for Android
1427,LEX🖤,en,410📍,,False,2022-04-23 23:59:56,ain’t shit for me to get into..rdy sit in my house for the rest of the night,,Twitter for iPhone
1428,Least of These,en,"Florida, USA",Soli Deo Gratis,False,2022-04-23 23:59:56,"We need a revival that only God can provide, and a new movement to capture the fruit of that revival for the renewal of the American church. https://t.co/dgp85C7RWn via @timkellernyc and @gospelinlife",,Twitter for Android
1429,Shrey Kaushik,en,"Bengaluru, India",,False,2022-04-23 23:59:56,#BringBackTravisScott please bring Travis Scott back in the item shop @TimSweeneyEpic @EpicGames,['BringBackTravisScott'],Twitter for Android
1430,A l V a R e Z,en,,Age: 16 Gender: Male #Ukraine #RIPScottHall,False,2022-04-23 23:59:56,@2kcawz @ZelinaVegaWWE @Edwardlozano227 @detractor101 @The_Starstruck @divadadde @refatrahman16 @KingEmpire345 It Look Amazing Except For The Face Texture,,Twitter for iPhone
1431,lauren for a better future,en,"the internet, bitch","friend of blahaj, some kind of anarchist, occasionally furry. older than i act & funnier in replies than i am in my own tweets. computer knower.",False,2022-04-23 23:59:56,"@tinywienerbabe like, there are certainly other issues at hand as well, but he's also Way Too Old now",,Twitter Web App
1432,Komodo Dile 🐊EN-VTuber,en,haha come on,"Reptilian Indie EN-VTuber🐊He/Him
#ENVtuber #vtuber #Streamer
President Koopa 2024!
Twitch: https://t.co/HuT4w9nslj
YT: https://t.co/q7wqqBLaMQ…",False,2022-04-23 23:59:56,Maybe i'll do a stream outside...live stream touching grass...🌱🌱🌱🌱,,Twitter Web App
1433,miaˑ,en,,dylan o'brien's hands on my ass,False,2022-04-23 23:59:56,@slimgrnde I THINK SP,,Twitter for Android
